index,film_name,source,content
751,Jacquou le Croquant,https://en.wikipedia.org/wiki/Jacquou_le_Croquant,"1815. Jacquou, a young peasant from the PÃ©rigord region, lives happily with his parents. Misfortune falls upon the family when Jacquou's father is hunted for killing servants of a cruel and arrogant nobleman, the Count of Nansac. Jacquou's father flees the town but promises his son that he will join the family soon. Jacquou is acquainted with Galiote, Nansac's daughter, and her care-taker Lina when his mother works as a laundry maid at Nansac's castle with her identity untold. Jacquou at first tries to harm Galiote by letting pigs out of the pen as she throws pebbles at them, leaving the pigs agitated. However he changes his mind and saves her, leaving both Lina and Galiote impressed and grateful. Soon after this incident Jacquou's mother loses her job and is forced to leave the house with Jacquou. To make everything worse, all her attempts to save her husband fail as well. Jacquou's father is then captured, tried and executed in prison. Upon this knowledge, she makes Jacquou swear to avenge his father's death. Jacquou's mother soon succumbs to a combination of grief, starvation and exposure. Having no one to take care of him, Jacquou begs on the streets alongside other children whom he befriends over time. And one cold winter night, Jacquou decides to kill himself by freezing to death (like his mother) in a cemetery beside a church. The unexpected hoots of an owl (in the middle of the night) alert the local priest, who with his friend, the physician, comes to the boy's rescue. Jacquou grows up under their protection and works as an altar boy. After Jacquou becomes an adult, he has his first confrontation with Nansac at a dance competition. Nansac shows up with his gang of servants, uninvited, and ruins the festive mood among the people. His daughter Galiote joins his father as well and it is revealed that she has a secret longing for Jacquou for having saved her life. Jacquou humiliates Nansac and defies his authority in front of townspeople. Infuriated Nansac soon has his men capture Jacquou and pushes him into the underground well to die. Nevertheless, Jacquou manages to get out, finding a room filled with firearms in the process, and plots with his friends to overthrow Nansac. When he returns home, Jacquou finds Galiote in his home, who came in to avoid the rain. Although Jacquou orders her to get out at first, he soon softens and gives her some of his dry clothes before telling her to go home. When Galiote gets out of his house she is faced with an angry mob and narrowly escapes their hands. Jacquou attacks Nansac's castle while a group of his men goes in to secure the weapons he discovered earlier. Many of Nansac's servants are killed by hidden marksmen and the nobles find themselves cornered. Jacquou fights Nansac alone and defeats him. When people urge him to kill Nansac, Jacquou responds that he would rather see him deteriorate miserably. When the castle is lit on fire and everyone seems to have gotten out, the nobles notice that Galiote is still in her room. Jacquou returns to save her and hands her over to Nansac. At the end of the night Jacquou thanks the townspeople for helping him but tells them not to be involved any further as they will probably be executed. Some time later Jacquou is seen at the court as he faces charge of rioting and sexually assaulting Galiote, brought on by Nansac. However Galiote testifies in favor of Jacquou and swears that he never touched her. Jacquou is freed and Nansac, impoverished and homeless, tastes another defeat. Near the end Jacquou's friends tells him that Galiote is about to leave the town in search of work. Persuaded by Lina, Jacquou goes to bid adieu. He is finally reconciled with Galiote as he hugs her."
752,Kapitein Rob en het Geheim van Professor Lupardi,https://en.wikipedia.org/wiki/Kapitein_Rob_en_het_Geheim_van_Professor_Lupardi,"Captain Rob has to babysit Stijn and Sandra, the children of his sister Marga, when he hears that a cargo of gold has been stolen when the ship sailed through a mysterious mist. He receives the mission to investigate the matter immediately and takes the children with him. Along his journey he meets the weatherwoman Paula. They eventually discover that the evil professor Lupardi and his assistant Yoto have stolen the gold to make an ultra crystal which can change the weather..."
753,The Last Legion,https://en.wikipedia.org/wiki/The_Last_Legion,"""Shortly before the coronation of Romulus Augustulus as Emperor in AD 475, Ambrosinus, a Druid and part of a secret brotherhood protecting the sword of Julius Caesar, has become the tutor to the young Romulus Augustulus. He at times gives the impression he is a magician, but his """"magic"""" is usually revealed to be simple trickery. Romulus' father Orestes rules Rome but is not Emperor himself. On the day before Romulus' coronation, Odoacer, commander of the barbarian Goths allied with Rome, demands a third of Italy from Orestes, but is rebuffed. The same day, Romulus meets the general of the Nova Invicta Legion, Aurelius. The night after the coronation, Rome is attacked by the Goths in the Battle of Ravenna. Most of Aurelius' men are killed, and Aurelius is stunned and left for dead. Orestes and his wife are killed by Odoacer's lieutenant, Wulfila, who captures Romulus. The next day, Odoacer, now the ruler of the Western Roman Empire, plans to have Romulus killed. Ambrosinus convinces Odoacer to spare him and Romulus is exiled to Capri along with Ambrosinus, guarded by Wulfila and his men. His prison is a villa constructed more than four centuries earlier by the emperor Tiberius. With Ambrosinus' help, Romulus discovers a hidden chamber within the villa. He comes across a statue of Caesar holding his sword, forged by a Chalybian smith after his military campaigns in Britain. Writing near the statue's feet proclaims the sword was made for """"he who is destined to rule"""". This is interpreted as a prophecy and Romulus keeps the weapon. Ambosinus and Romulus are rescued from Capri by Aurelius and three surviving legionaries, Vatrenus, Batiatus and Demetrius, accompanied by Mira, a female Indian agent of the Eastern Roman Empire. They take Romulus to a seaport where the Eastern Roman Empire has promised safe passage to Constantinople. They barely escape after they learn the Senate and the Eastern Empire have betrayed them and sided with Odoacer. Ambrosinus persuades Romulus to seek refuge in Britain, where the Legio IX Hispana (Ninth Legion) may remain loyal, being far from the events. They are followed by Wulfila and the Goths, who covet Caesar's sword after learning of the prophecy. Crossing the Alps and the English Channel, the party travels to Hadrian's Wall and initially find no evidence of the legion until a farmer reveals he was its commanding general. With the collapse of Roman support of Britain, the legion had decided to disband and settle as farmers. Most of the men in the legion had married and had families and did not want to antagonise the region's powerful warlord, Vortgyn. During their stay in the small Celtic village, Romulus meets and befriends a young girl named Igraine, who is unaware of Romulus' true identity. Vortgyn, revealed to be an old enemy of Ambrosinus, desires Caesar's sword as he aspires to rule the whole of Britain and he allies with the Goths. Vortgyn confronts Igraine outside the village and makes her tell the village to surrender Romulus, killing the village blacksmith's family in a show of force. When Igraine tells the villagers of what has happened, Aurelius confesses that Romulus is the Roman emperor. The blacksmith demands revenge for his family, and Aurelius and his men decide to lead an army to Hadrian's Wall to face Vortgyn's armies in a final battle. Before leaving the village, Igraine gives Romulus a suit of Roman armour which belonged to her brother, which he has since outgrown. At Hadrian's Wall, Aurelius, wielding Caesar's sword, leads his men and a group of Celtic warriors against Vortgyn's forces. Vortgyn's forces begin to overwhelm Romulus' forces until the rest of the Ninth Legion, having taken up their old Roman arms and uniforms, arrive to help. The two warring sides cease their hostilities upon seeing Ambrosinus holding Vortgyn's golden mask, after burning him alive at a sanctuary of his secret brotherhood. After having fought and severely injured Aurelius, Wulfila is confronted by Romulus, who stabs Wulfila in the chest with Caesar's sword, killing him. Repulsed by the deaths in the battle, Romulus disposes of his sword, lodging it in a large stone. Many years later, Ambrosinus, now known by his Druid name, Merlin, takes a young boy to the battlefield to describe the legendary events. Merlin, who has visibly aged little since the battle, says that Aurelius married Mira and the two raised Romulus as their own son. He became a wise ruler, took Igraine as his wife and adopted the name """"Pendragon"""". The boy, Arthur, recognises Romulus as his father and Igraine as his mother. In a final scene, Caesar's sword is shown embedded in the stone, covering the original Latin inscription, now only reading """"E S CALIBVR""""."""
754,Meet the Robinsons,https://en.wikipedia.org/wiki/Meet_the_Robinsons,"""Lewis is an aspiring 12-year-old inventor who grew up in an orphanage. His energy and eccentricity have been scaring off potential parents, so he works all night on a machine to scan his memory to locate his birth mother, who abandoned him at the orphanage when he was a baby. While taking the scanner to his school's science fair, Lewis meets 13-year-old Wilbur Robinson, a mysterious boy claiming to be a time cop from the future. Wilbur needs to recover a time machine that a man wearing a bowler hat has stolen. Lewis tries to demonstrate the scanner, but it has been sabotaged by Bowler Hat Guy and falls apart, throwing the science fair into chaos. Lewis leaves while the Bowler Hat Guy, with the help of his robotic bowler hat named Doris, steals the scanner. Wilbur meets Lewis at the orphanage and asks him to repair the scanner. Lewis demands proof that Wilbur is telling the truth. Wilbur does so by taking them in a second time machine to the year 2037, which is highly advanced technologically. When they arrive, Lewis realizes he can simply use the time machine to meet his mother; the resulting argument makes them crash. Wilbur asks Lewis to fix the time machine, and Lewis agrees on the condition that Wilbur has to take him to visit his mother afterwards. Reluctantly, Wilbur agrees and hides Lewis in the garage. Lewis accidentally leaves, however, and ends up meeting the rest of the Robinson family except for Cornelius, Wilbur's father and the inventor of the time's technologies, who is away on a business trip. Having followed Lewis, the Bowler Hat Guy and Doris try to kidnap him, but the Robinsons beat them back. The Robinsons offer to adopt Lewis, but change their mind when they learn that he is from the past. Wilbur admits to lying to Lewis about taking him back to see his mom, causing Lewis to run off in disgust. The Bowler Hat Guy and Doris approach Lewis, and offer to take him to his mother if he fixes the memory scanner. Once he does, they betray him and tie him up. The Bowler Hat Guy reveals that Cornelius Robinson is, in fact, Lewis's future self, and that he himself is an adult version of Lewis's roommate, Michael """"Goob"""" Yagoobian. Because he was kept awake by Lewis's work on the scanner, Goob fell asleep during a Little League baseball game and failed to make an important catch, costing his team the championship. Goob became so withdrawn and bitter that he was never adopted and remained in the orphanage long after it closed. Doris is """"DOR-15"""", one of Lewis's failed and abandoned inventions. They both blamed Lewis for their misfortunes and decided to ruin his life. Leaving Lewis in the future, they return to the past and enact their plan. However, it is revealed that Doris tricked everyone; once mass-produced, the Doris hats dispose of Goob and enslave humanity. Lewis repairs the second time machine, confronts Doris in the past, and destroys her by promising to never invent her, restoring the future to its utopian state. Wilbur tries to ask the adult Goob to join the family, but he has fled in remorse. Back in Wilbur's time, Lewis finally meets Cornelius face to face. Cornelius explains how the memory scanner started their successful career, and persuades Lewis to return to the science fair. Wilbur takes Lewis back, but makes one stop first: as he promised, he takes Lewis back to see the moment when his mother abandoned him. Wilbur drops Lewis off in his own time and leaves. Lewis heads to the fair, en route waking up Goob just in time for him to make the winning catch. Back at the fair, Lewis asks for one more chance to demonstrate his scanner, which this time succeeds. He is adopted by Lucille, one of the science fair judges, and her husband Bud, who nicknames him """"Cornelius"""" and takes him home. The film ends with a quote which reiterates the message of not dwelling on failures and """"keep moving forward"""", attributed to Walt Disney."""
755,Mr. Bean's Holiday,https://en.wikipedia.org/wiki/Mr._Bean%27s_Holiday,"""On a rainy day in London, Mr. Bean wins a holiday trip to Cannes, a video camera, and â‚¬200 in a raffle. Upon arriving in France, Bean causes chaos while trying French seafood cuisine at Le Train Bleu and asks Russian film director, Emil Duchevsky, to film him boarding his train using his video camera at the Gare de Lyon. However, the two keep doing retakes at Bean's request until the train leaves with Bean and Duchevsky's son, Stepan, onboard and Duchevsky left behind. Bean and Stepan bond and get off together at the next station, where Duchevsky's train passes through the station without stopping; he holds up a sign with a mobile phone number written on it for Stepan to call, but due to inadvertently obscuring the last two digits, Bean unsuccessfully calls the number numerous times. Bean and Stepan board the next train stopping, but are ejected as Bean had accidentally left his wallet, passport and ticket on the telephone booth. To earn money, Bean busks as a mime/singer and buys himself and Stepan food and bus tickets to Cannes. However, Bean's ticket gets caught in the wind and into the foot of a chicken, which is then packed into a truck that Bean chases via bicycle to a farm, where he is unable to retrieve his ticket due to the large number of chickens there. Deciding to continue his journey alone on foot, Bean wakes up on a quaint French village under attack from Nazi soldiers, which is revealed to be the set of a yogurt commercial directed by American filmmaker Carson Clay. Bean briefly stars in the commercial as one of the soldiers before being dismissed for showing his video camera in the advert, and accidentally causes the set to explode while recharging his camera. Continuing to hitchhike, Bean is picked up by a Mini identical to his own driven by aspiring actress Sabine, who is on her way to the Cannes Film Festival, where her debut film directed by Carson, Playback Time, is to be presented. The pair stop at a cafÃ©, where Bean reunites with Stepan and Sabine decides to take him with them, believing Stepan to be Bean's son. The next morning, the trio arrive in Cannes thanks to Bean driving through the night after Sabine falls asleep. At a petrol station, Sabine sees on the news that she and Bean are suspected of kidnapping Stepan. In a rush to Playback Time's premiere which is starting in merely an hour, she decides not to head to the police to clear the misunderstandings and instead has Bean and Stepan disguised as her mother and daughter to avoid detection at the festival. During the premiere, Sabine discovers that her role has been cut from the film, prompting Bean to plug his video camera into the projector and replace the film's visuals with his video diary. The camera's footage of Bean's shenanigans surprisingly align well with the film's narration and Carson, Sabine and Bean all receive a standing ovation while Stepan is reunited with his parents. Bean exits through the theatre's back door and finally arrives at the Cannes beach as desired, where he, Sabine, Stepan and a group of other people mime a large musical finale to the song """"La Mer""""."""
756,National Treasure: Book of Secrets,https://en.wikipedia.org/wiki/National_Treasure:_Book_of_Secrets,"""Five days after the end of the Civil War, John Wilkes Booth and Michael O'Laughlen, both members of the KGC, approach Thomas Gates to decode a message copied into Booth's diary. Thomas recognizes the message as a Playfair cipher, and translates it while Booth departs for Ford's Theatre to assassinate President Abraham Lincoln. Thomas solves the puzzle, realizes Booth and O'Laughlen are trying to help the Confederacy, and rips the cipher's pages from the diary to burn them. O'Laughlen shoots Thomas and flees with the one surviving page fragment, and a dying Thomas tells his son Charles the keyword for the cipher. Over 140 years later, famed treasure-hunter Ben Gates tells Thomas' story at a Civilian Heroes conference. Black market dealer Mitch Wilkinson produces the page fragment, with Thomas Gates' name next to those of Mary Surratt and Dr. Samuel Mudd. The public believes Thomas helped kill Lincoln, and Ben and his father Patrick set out to disprove it. Using spectral imaging, Ben discovers traces of the cipher on the diary page; when solved using the keyword, it points to the smaller Statue of Liberty in Paris. Traveling there, Ben and his friend Riley Poole discover an engraving referencing the Resolute desks. They head to London, reluctantly recruiting Ben's estranged girlfriend, Dr. Abigail Chase, along the way. Ben and Abigail sneak a peek at the Buckingham Palace desk, and obtain a Pre-Columbian carved plank from a secret drawer. Mitch, who had secretly cloned Patrick's cell phone in order to track Ben's whereabouts, pursues the trio, and eventually obtains the wooden plank after Ben manages to photograph it. Back in America, Patrick reluctantly asks his ex-wife, archaeo-lexicologist Dr. Emily Appleton, for help. She claims the carvings reference the """"center of the earth"""", but points out that some of the glyphs are partial. Ben and Abigail convince Abigail's new boyfriend Connor, a White House Curator, to let them see the Resolute Desk in the Oval Office. Ben discovers that the second plank has been replaced by a stamp of an altered Presidential seal, which Riley identifies as the symbol for a secret shared diary, written by Presidents and containing controversial topics such as Watergate, Area 51, and the JFK assassination. Ben crashes the President's birthday party at Mount Vernon to convince the President to explore a secret tunnel with him. There, Ben activates a secret sliding door, separates the President from his guards, and asks him about the book, while safely leading the President to freedom at the other end of the tunnel. The President sympathetically warns Ben that his actions, while innocently meant, will be interpreted as attempted kidnapping. He then reveals the book is hidden in a safe in the Library of Congress. Pursued by the FBI, Ben, Abigail, and Riley manage a brief look at the book. They find a photograph of the missing plank, and an entry by Calvin Coolidge. He found the plank in 1924, translated it, had it destroyed, and commissioned Gutzon Borglum to carve Mount Rushmore, to hide evidence of a hidden treasure nearby. After consulting Emily about the glyphs, Ben, Riley, Abigail, and Patrick head to Mount Rushmore. They meet Mitch and Emily there, as Mitch kidnapped her after Ben left. Mitch already has acquired, memorized, and destroyed the final clue, so he can claim the treasure. He helps the group find the entrance of a cave full of booby traps. After briefly getting separated, the group finds a pit containing CÃ­bola, a Native American city of gold. An ancient dam fails, and it becomes clear one of the group must sacrifice themselves in the quickly flooding cave to hold open the door for the others. Mitch does so, but begs Ben to give him posthumous credit for finding the treasure so he can be in the history books, too. Ben and the rest return to the surface, where the President prevents Ben from being arrested by claiming Ben saved him from the tunnel's accidental closing. Ben ensures that Mitch receives joint credit for the discovery, rekindles his relationship with Abigail, and clears Thomas Gates' name by proving Booth consulted him about the treasure, not the assassination."""
757,Pathfinder,https://en.wikipedia.org/wiki/Pathfinder_(2007_film),"""A Viking Age expedition arrives in North America, intending to subjugate or slaughter the native """"SkrÃ¦ling"""" population. The party is itself wiped out by another native tribe, the only survivor being the Viking leader's son, who is adopted by a native woman. The boy is taken in by the local tribe and named """"Ghost"""" for his paleness. Fifteen years later, Ghost still lives among the tribe. Though he is socially accepted, he has yet to earn the status of a warrior. His romantic interest is Starfire, the daughter of the Pathfinder, an elderly chief of a neighboring tribe. The only remembrance he keeps of his heritage is his father's sword. In an attack by a new group of Viking raiders, Ghost's village is destroyed and all its inhabitants killed, except a few tribesmen whom the attackers force  into single combat. Viking leader Gunnar challenges Ghost, who is still in possession of his father's sword. He defeats Ulfar, cutting out his eye before escaping. Ghost is pursued by the Vikings and receives an arrow wound. He reaches the neighboring tribe and is tended to by Pathfinder and his daughter. Ghost advises the villagers to flee and departs to take on the Vikings alone. He is joined by Jester, a mute admirer who refuses to leave his side, and Starfire, who leaves the tribe for him. They defeat a few Vikings and collect their arms and armour. Pathfinder goes after his daughter and joins the fight. Eventually, both Jester and Pathfinder are executed brutally, and Ghost and Starfire are captured. The Vikings threaten to torture Starfire if Ghost will not betray the location of the other villages. Ghost pretends to lead the Vikings to the tribe and kills most of them on the way, some drowning in a lake and others caught in an avalanche. Ghost eventually kills Gunnar in a duel  on a cliff's edge Ghost returns to Starfire with Pathfinder's necklace, thus making Starfire the new Pathfinder after her father. Ghost, now finally respected as the bravest of the tribe and one of their own, assumes his position watching over the coast in case the Vikings ever return."""
758,Pirates of the Caribbean: At World's End,https://en.wikipedia.org/wiki/Pirates_of_the_Caribbean:_At_World%27s_End,"""To control the oceans, Lord Cutler Beckett executes anyone associated with piracy in Port Royal and orders Davy Jones to destroy all pirate ships. Condemned prisoners sing """"Hoist the Colours"""" to compel the nine Pirate Lords to convene at Shipwreck Cove to hold the Brethren Court. Because Pirate Lord Jack Sparrow never named a successor before being dragged to Davy Jones' Locker, Hector Barbossa, Will Turner, Elizabeth Swann, Tia Dalma, and the surviving crew of the Black Pearl plot to rescue Jack. In Singapore, the crew meet Pirate Lord Sao Feng, who owns navigational charts to the Locker. Will secretly promises to give Jack to Feng in return for the Pearl, intending to use it to rescue his father """"Bootstrap Bill"""" Turner from the Flying Dutchman. The crew rescue Jack and recover the Pearl. As they depart, they encounter boats of dead souls, including Elizabeth's father Governor Swann, executed by Beckett. Tia Dalma reveals that the goddess Calypso charged Davy Jones with guiding the souls of those who died at sea to the next world; every ten years he could come ashore to be with the woman he loved, but Jones corrupted his purpose and was cursed to become a monster. Governor Swann reveals that whoever kills Jones by stabbing his disembodied heart must become the Dutchman's captain. Returning to the living world, the Pearl stops at an island for fresh water, but are attacked by Sao Feng and Beckett's men. As Jack secretly negotiates his freedom with Beckett, Elizabeth is handed over to Feng, who believes she is Calypso, while the rest of the crew make for Shipwreck Cove aboard the Pearl. Jack throws Will off the ship as part of a plan to seize control of the Dutchman. Sao Feng tells Elizabeth that the first Brethren Court bound Calypso in human form after she betrayed her lover, Davy Jones; Feng plans to release her to defeat Beckett. Feng is fatally wounded in an attack by Jones, appointing Elizabeth his successor as Pirate Lord before dying. Elizabeth and the crew are locked in the brig of the Dutchman, where she finds Bootstrap Bill losing himself to the Dutchman's curse. Admiral James Norrington frees Elizabeth and her crew from the Dutchman, but is killed by a crazed Bootstrap Bill. Will is rescued by Beckett and informs Jones of Jack's escape from the Locker, learning in the process that Jones enabled the first Court to imprison Calypso, revealed to be Tia Dalma. Meanwhile, the Pearl arrives at Shipwreck Cove, where Barbossa attempts to persuade the Brethren Court to release Calypso while Elizabeth demands they fight back against Beckett. Jack's father, Captain Teague, informs the Court that only an elected Pirate King can declare war. To avoid a stalemate, Jack votes for Elizabeth, making her King. Elizabeth, Jack, Barbossa, Beckett, Jones, and Will parley, trading Will for Jack. Barbossa frees Calypso, but when Will reveals Jones' betrayal to her, Calypso vanishes and summons a maelstrom. The Pearl and Dutchman battle in the maelstrom. Elizabeth and Will are wed by Barbossa in the midst of the battle. On the Dutchman, Jack and Jones duel for control of Jones' heart. After Jones mortally wounds Will, Jack helps Will stab the heart, killing Jones. Jack and Elizabeth escape the Dutchman as it sinks into the maelstrom. As Beckett's ship, the Endeavour, engages the Pearl, the Dutchman rises from the sea, now captained by Will and its crew freed from Jones' curse. The two pirate ships destroy the Endeavour, killing Beckett. With Will bound to guide souls lost at sea to the next world, he and Elizabeth bid farewell to each other. Will departs on the Dutchman, leaving Elizabeth pregnant and with the chest containing his heart. Barbossa mutinies against Jack and steals the Pearl again to find the Fountain of Youth, but finds that Jack has stolen Feng's charts. Jack departs from Tortuga to track the fountain down. In a post-credits scene set ten years later, Elizabeth and her son Henry watch Will return aboard the Dutchman."""
759,Rogue,https://en.wikipedia.org/wiki/Rogue_(2007_film),"American travel journalist Pete McKell (Michael Vartan) joins a small group of tourists on a crocodile-watching river cruise in Kakadu National Park of Australia's Northern Territory, led by wildlife researcher Kate Ryan (Radha Mitchell). Toward the end of the cruise, Everett (Robert Taylor) spots a flare in the distance and the group head up river to investigate. They eventually come across a half-sunken wreck when something crashes into their boat, splitting the side. Kate manages to steer the boat ashore a small island in the middle of the river. Kate realises they are in the crocodile's territory and explains they must leave the island by nightfall, as the tide will start to rise and the island will be submerged. Moments after, Everett is pulled into the water by an unseen predator and is killed. Two locals, Neil (Sam Worthington) and Collin (Damien Richardson), arrive at the island but the beast upturns their boat; Neil swims to the island while Collin is killed. As night falls, Neil carefully swims to the riverbank in order to string a rope between two trees, creating a zip-line to allow the group to cross the river. Everett's wife Mary Ellen (Caroline Brazier) crosses first, only to freeze in fear halfway across. Allen (Geoff Morrell), becoming impatient and aggressive, attempts to get himself and his daughter Sherry (Mia Wasikowska) across with Mary Ellen still on the line. While trying to secure the rope, Neil is attacked and killed by the beast. The tree holding the rope breaks and the three on the line fall into the water. They manage to swim back to the island, but as Allen crawls up the shore, the beast lunges out of the water and throws him back into the river, where he is dragged under. Later that night, Pete suggests hooking the beast while everyone else swims to the riverbank; Neil's two dead birds replace Kate's dog named Kevin, the initial bait idea. After a long wait, the anchor is suddenly pulled and the group make a break for the far shore. The beast eventually lets go of the bait, seizes Kate and drags her underwater. Pete hurries across the river with Kevin in tow and into the bush behind the others. As day breaks, Pete is forced to chase Kevin into the bush after he runs off. He falls down a narrow chute into a large cave, where he discovers Neil's partial corpse. The cave is the beast's lair and the dog leads him to a badly injured Kate. Pete attempts to carry her out but Kevin runs off to the head of the cave, where it is heard being seized by the beast. After several attempts on them both, the beast takes a chunk out of Pete's hand. Pete eventually props a large broken log against a boulder, with the sharp end pointing outwards, so when the beast lunges at him, it is impaled and dies. Pete escapes from the cave with Kate and finds the tourists and paramedics. As the credits roll, the camera focuses on a newspaper article detailing Pete's heroic battle with the beast and rescue of Kate."
760,De Scheepsjongens van Bontekoe,https://en.wikipedia.org/wiki/De_Scheepsjongens_van_Bontekoe_(film),"In the film three of the boys play the central roles: Hajo, Rolf, and Padde, while Harmen is here an adult. In the film after the ship wreck the four plus Hein Rol and two other men are in a lifeboat. They do not make a sail but row. They assume that Willem Bontekoe is dead. One of the men dies. The remaining six meet locals and trade with them. Rol and another man try to steal from the locals, after which the six are attacked. The three boys together with local girl Dolimah move on. After some time Dolimah returns, and the three reach Java. However, the danger is not over because the authorities want to kill Padde because the ship wreck was his fault. Bontekoe shows up, he has survived too, and saves Padde by lying that it is not him. They get a job on Bontekoe's new ship on its voyage home. Hajo proudly brings his earnings to his poor mother."
